"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","short_ensembl","symbol"
"ENSG00000184292.7",147.307623368535,-2.85319539526358,0.667826667101731,-4.27235918512512,1.93415693602209e-05,0.00485951730828947,"ENSG00000184292.7","ENSG00000184292","TACSTD2"
"ENSG00000122133.17",188.843516886932,3.7953351075108,0.890648606670521,4.26131594333119,2.03226688506355e-05,0.00505169659961647,"ENSG00000122133.17","ENSG00000122133","PAEP"
"ENSG00000250320.7",1.89308480551432,-3.22444673245559,0.759051522889611,-4.24799455006762,2.15692640597591e-05,0.00530513077916138,"ENSG00000250320.7","ENSG00000250320",NA
"ENSG00000112761.22",16.7371026065775,-3.1670816135741,0.747721669893272,-4.2356424069215,2.27899214193185e-05,0.00548978663797728,"ENSG00000112761.22","ENSG00000112761","CCN6"
"ENSG00000104154.7",236.104004431748,-0.557389737828995,0.131549839074371,-4.23709935147757,2.26425961197475e-05,0.00548978663797728,"ENSG00000104154.7","ENSG00000104154","SLC30A4"
"ENSG00000204248.12",3403.97297834836,-2.56016454772147,0.606738741289014,-4.21955015149092,2.44790266677255e-05,0.0058364993583477,"ENSG00000204248.12","ENSG00000204248","COL11A2"
"ENSG00000187556.8",3.06028019800381,-2.53099890415103,0.601017142071736,-4.21119253841338,2.54026119033156e-05,0.00599552959326135,"ENSG00000187556.8","ENSG00000187556","NANOS3"
"ENSG00000109061.10",93.8684588015975,4.1757580539037,0.992866204378541,4.20576109398085,2.60204993393757e-05,0.00607994987563853,"ENSG00000109061.10","ENSG00000109061","MYH1"
"ENSG00000168970.22",2.8562957939447,-2.16589620937925,0.51533725674917,-4.2028713837654,2.63550350777227e-05,0.00609714603590166,"ENSG00000168970.22","ENSG00000168970","JMJD7-PLA2G4B"
"ENSG00000172155.10",19.200034842692,-5.41990035364037,1.29152587392809,-4.19650930968663,2.71060324832595e-05,0.00620940740199844,"ENSG00000172155.10","ENSG00000172155","LCE1D"
"ENSG00000249001.6",5.16428331336047,-3.48840672212888,0.834523112195904,-4.18011996450252,2.91355351001456e-05,0.00660952342864079,"ENSG00000249001.6","ENSG00000249001",NA
"ENSG00000173801.17",2389.03893348892,-1.92897138562032,0.46175311422795,-4.17749512928691,2.94736973445396e-05,0.00662194627069724,"ENSG00000173801.17","ENSG00000173801","JUP"
"ENSG00000108352.13",538.839031966118,-1.45207231882445,0.348038789147415,-4.17215656444952,3.01730185436513e-05,0.00671450239324721,"ENSG00000108352.13","ENSG00000108352","RAPGEFL1"
"ENSG00000117385.16",2910.12307271443,-0.549248537295953,0.131734346050035,-4.16936473869417,3.05449829239964e-05,0.00673315161322735,"ENSG00000117385.16","ENSG00000117385","P3H1"
"ENSG00000090776.6",286.653223422906,-0.893600396026866,0.214514924900035,-4.16567936446981,3.10426744786846e-05,0.00677890777447611,"ENSG00000090776.6","ENSG00000090776","EFNB1"
"ENSG00000225526.6",3.15304574417935,-4.46359227168615,1.07691633612429,-4.14479019581981,3.40124975590161e-05,0.00713182755716716,"ENSG00000225526.6","ENSG00000225526","MKRN2OS"
"ENSG00000145283.8",79.8639065924725,-2.02753271059202,0.489313006575674,-4.14363134301532,3.41849133956485e-05,0.00713182755716716,"ENSG00000145283.8","ENSG00000145283","SLC10A6"
"ENSG00000157168.22",224.04657358742,-1.82494339041703,0.440068838600698,-4.14694981862353,3.36933872397696e-05,0.00713182755716716,"ENSG00000157168.22","ENSG00000157168","NRG1"
"ENSG00000139988.10",155.033724911448,-2.64009523429516,0.636416931358274,-4.14837365916796,3.34845553750098e-05,0.00713182755716716,"ENSG00000139988.10","ENSG00000139988","RDH12"
"ENSG00000166396.13",89.8225271954046,-3.19641356191378,0.770400397537372,-4.14902896225299,3.33888570507924e-05,0.00713182755716716,"ENSG00000166396.13","ENSG00000166396","SERPINB7"
"ENSG00000066248.15",51.170089330115,-2.43612650444947,0.589594212287082,-4.13186977361861,3.59824270169848e-05,0.00737513499718305,"ENSG00000066248.15","ENSG00000066248","NGEF"
"ENSG00000137709.10",144.028315760724,-3.30728718635612,0.80020189508303,-4.13306592583481,3.57955996876449e-05,0.00737513499718305,"ENSG00000137709.10","ENSG00000137709","POU2F3"
"ENSG00000271447.6",64.3700023965308,-1.59438718049711,0.387597120957134,-4.11351657246555,3.89677051940233e-05,0.00791755999620476,"ENSG00000271447.6","ENSG00000271447","MMP28"
"ENSG00000164855.16",64.7291472318677,-3.4338672430348,0.83581112683707,-4.10842489741607,3.98366703708261e-05,0.00802434172314417,"ENSG00000164855.16","ENSG00000164855","TMEM184A"
"ENSG00000189433.7",20.0530761539018,-4.75046468043391,1.15786623979715,-4.10277501593463,4.08224170071523e-05,0.0081526204768301,"ENSG00000189433.7","ENSG00000189433","GJB4"
"ENSG00000244479.7",6.74736029328044,-2.65430719113237,0.647940839577762,-4.0965270731539,4.19394460806526e-05,0.00830472116203838,"ENSG00000244479.7","ENSG00000244479",NA
"ENSG00000115598.10",90.2785725586091,-1.69102945789581,0.413259194684672,-4.09193426219133,4.2778993471369e-05,0.00833617865919954,"ENSG00000115598.10","ENSG00000115598","IL1RL2"
"ENSG00000183111.12",220.812314191708,-1.64341254488154,0.401639886791333,-4.09175631935021,4.28118393864566e-05,0.00833617865919954,"ENSG00000183111.12","ENSG00000183111","ARHGEF37"
"ENSG00000183378.13",34.7597744228117,-3.74568204866759,0.916573458785644,-4.08661413088504,4.37714210132239e-05,0.00845148798214273,"ENSG00000183378.13","ENSG00000183378","OVCH2"
"ENSG00000171403.10",9.27719188112752,-4.05400688059295,0.99247768979184,-4.08473351319689,4.41274301900802e-05,0.00845148798214273,"ENSG00000171403.10","ENSG00000171403","KRT9"
"ENSG00000136696.11",8.42876338484765,-3.40990926104591,0.835631355964162,-4.08063823444192,4.4912209833422e-05,0.00846305399167531,"ENSG00000136696.11","ENSG00000136696","IL36B"
"ENSG00000109255.11",93.1729939150018,-2.59194100870515,0.635170110383825,-4.08070368289036,4.48995644907566e-05,0.00846305399167531,"ENSG00000109255.11","ENSG00000109255","NMU"
"ENSG00000197191.7",12.0964967348653,-2.33355417566535,0.572155002832416,-4.07853494964345,4.5320390146316e-05,0.00847164988927056,"ENSG00000197191.7","ENSG00000197191","CYSRT1"
"ENSG00000101311.17",297.413205527173,-2.78119848651326,0.682291089862798,-4.07626382322028,4.57650926890115e-05,0.00848688218866224,"ENSG00000101311.17","ENSG00000101311","FERMT1"
"ENSG00000285108.1",8.09766674332083,-2.71243477004618,0.665906200227985,-4.07329856534979,4.63519419736282e-05,0.00852802737130549,"ENSG00000285108.1","ENSG00000285108",NA
"ENSG00000139219.19",154.707578592828,2.76842704104954,0.680061752108748,4.07084655542699,4.68425981865125e-05,0.00855096991582853,"ENSG00000139219.19","ENSG00000139219","COL2A1"
"ENSG00000228232.1",58.5187592112947,0.968023039127305,0.23794874698717,4.06819977572523,4.73777540531879e-05,0.00858161706361851,"ENSG00000228232.1","ENSG00000228232",NA
"ENSG00000167614.14",46.1514208247737,-2.52044013710723,0.620030886739687,-4.06502351900642,4.80276186069135e-05,0.00863241027976263,"ENSG00000167614.14","ENSG00000167614","TTYH1"
"ENSG00000188064.10",13.7579472782637,-3.37942193732138,0.832072031954372,-4.06145358519477,4.87681149765887e-05,0.00869859369880131,"ENSG00000188064.10","ENSG00000188064","WNT7B"
"ENSG00000143217.9",369.455924917056,-2.59005964374477,0.638352840935995,-4.05741069460435,4.96197814837531e-05,0.00871741213646146,"ENSG00000143217.9","ENSG00000143217","NECTIN4"
"ENSG00000214944.10",1322.86971036776,-1.12871395724299,0.278081996143818,-4.05892496779706,4.92991497578405e-05,0.00871741213646146,"ENSG00000214944.10","ENSG00000214944","ARHGEF28"
"ENSG00000232600.3",4.14186839552168,-1.91006867050693,0.471480287936813,-4.05121639096589,5.0952058547821e-05,0.00888467014946557,"ENSG00000232600.3","ENSG00000232600",NA
"ENSG00000162894.12",1006.3442762821,2.14098492182032,0.529170941067221,4.04592307639271,5.21173463225147e-05,0.00902054751238428,"ENSG00000162894.12","ENSG00000162894","FCMR"
"ENSG00000089558.9",18.586060489575,1.68389957229439,0.417682706688363,4.03152810813104,5.54153674593846e-05,0.00952084908864691,"ENSG00000089558.9","ENSG00000089558","KCNH4"
"ENSG00000033122.21",107.754654349363,-2.50451818418751,0.621940723881249,-4.02694033051568,5.65073652095507e-05,0.00959313122106916,"ENSG00000033122.21","ENSG00000033122","LRRC7"
"ENSG00000163362.11",49.9646642254435,-2.71892152633393,0.677034363233733,-4.01592839888877,5.92122323262922e-05,0.00959313122106916,"ENSG00000163362.11","ENSG00000163362","INAVA"
"ENSG00000187627.18",218.356604505818,1.61156416906079,0.401209026621334,4.01676946960071,5.90013899697735e-05,0.00959313122106916,"ENSG00000187627.18","ENSG00000187627","RGPD1"
"ENSG00000241294.1",290.610138919497,2.94578744275717,0.732569418455724,4.02117173955605,5.79093646013318e-05,0.00959313122106916,"ENSG00000241294.1","ENSG00000241294","IGKV2-24"
"ENSG00000153246.13",1260.86500231031,-1.47770408459619,0.368076861295032,-4.01466171874286,5.95311147417199e-05,0.00959313122106916,"ENSG00000153246.13","ENSG00000153246","PLA2R1"
"ENSG00000154814.14",676.78492846265,0.661095460810542,0.164508629522042,4.01860657845893,5.85433273640127e-05,0.00959313122106916,"ENSG00000154814.14","ENSG00000154814","OXNAD1"
"ENSG00000130348.11",1203.87467877928,0.429942614483522,0.107032670669042,4.01692877320569,5.89615353886785e-05,0.00959313122106916,"ENSG00000130348.11","ENSG00000130348","QRSL1"
"ENSG00000261315.2",102.546794308522,-0.903626853119085,0.225044660570507,-4.01532234014491,5.9364603202212e-05,0.00959313122106916,"ENSG00000261315.2","ENSG00000261315",NA
"ENSG00000104055.17",202.018674669082,-3.08983588421827,0.76920307472274,-4.01693127049967,5.89609108185977e-05,0.00959313122106916,"ENSG00000104055.17","ENSG00000104055","TGM5"
"ENSG00000275395.7",3148.98756982371,-1.94778233459116,0.486347308762476,-4.00492055676702,6.20383269640572e-05,0.00992868183453535,"ENSG00000275395.7","ENSG00000275395","FCGBP"
"ENSG00000167483.19",156.165569346926,2.46538473720504,0.617259848185248,3.99407922684961,6.49461460539246e-05,0.0102535922209189,"ENSG00000167483.19","ENSG00000167483","NIBAN3"
"ENSG00000211649.3",33.5641455395934,2.63652282184018,0.660069302522595,3.9943121302023,6.48823438347426e-05,0.0102535922209189,"ENSG00000211649.3","ENSG00000211649","IGLV7-46"
"ENSG00000108839.12",20.7566602265095,-3.530556686307,0.884730944649463,-3.99054278327049,6.59222557686548e-05,0.010337848512016,"ENSG00000108839.12","ENSG00000108839","ALOX12"
"ENSG00000211967.3",987.985966898985,2.71735690661801,0.682458209935755,3.98171912515173,6.84186035383856e-05,0.0106577939351861,"ENSG00000211967.3","ENSG00000211967","IGHV3-53"
"ENSG00000197353.4",5.17011833998346,-4.62228929238535,1.16302513104235,-3.97436750850144,7.05665306365098e-05,0.0109195864559781,"ENSG00000197353.4","ENSG00000197353","LYPD2"
"ENSG00000205420.11",10284.138575072,-3.8703874779633,0.974617570824446,-3.97118582080279,7.15157690622411e-05,0.0109936674993969,"ENSG00000205420.11","ENSG00000205420","KRT6A"
"ENSG00000182050.14",18.1352451609539,-4.16478739365485,1.0493441609487,-3.9689432205822,7.21920794707141e-05,0.0110250988817824,"ENSG00000182050.14","ENSG00000182050","MGAT4C"
"ENSG00000065618.21",6433.42784433667,-3.27137972874028,0.826282270842833,-3.95915517514781,7.52153567261881e-05,0.0112761943089141,"ENSG00000065618.21","ENSG00000065618","COL17A1"
"ENSG00000226057.8",3.04121528747226,-3.49780413082052,0.883520985959442,-3.95893723681295,7.52840157575367e-05,0.0112761943089141,"ENSG00000226057.8","ENSG00000226057",NA
"ENSG00000100399.16",20.6991142180883,-1.91349166441296,0.483282754863056,-3.95936259913758,7.51500651227807e-05,0.0112761943089141,"ENSG00000100399.16","ENSG00000100399","CHADL"
"ENSG00000171954.13",301.685084623385,-3.02405550216318,0.764745742195058,-3.95432800120364,7.67500604513738e-05,0.0114225599522726,"ENSG00000171954.13","ENSG00000171954","CYP4F22"
"ENSG00000152661.9",4011.27398714398,-1.41551135875926,0.359058555987693,-3.94228555525016,8.07088030263033e-05,0.0119357081741304,"ENSG00000152661.9","ENSG00000152661","GJA1"
"ENSG00000085552.18",37.0293441689429,-2.69248962627919,0.683888703736992,-3.93702895159189,8.24966572324176e-05,0.0120408904492979,"ENSG00000085552.18","ENSG00000085552","IGSF9"
"ENSG00000081277.13",2816.59237885976,-3.35128313026357,0.851895554535356,-3.9339131568675,8.35739894597492e-05,0.0120408904492979,"ENSG00000081277.13","ENSG00000081277","PKP1"
"ENSG00000240382.3",1347.47210089304,2.93054735068405,0.744188825610767,3.93790829669997,8.21949937059083e-05,0.0120408904492979,"ENSG00000240382.3","ENSG00000240382","IGKV1-17"
"ENSG00000180316.13",37.4797689861224,-2.75459120465497,0.700432367058692,-3.93270119172569,8.39966251491722e-05,0.0120408904492979,"ENSG00000180316.13","ENSG00000180316","PNPLA1"
"ENSG00000084110.11",1054.58903539989,-2.28820379115479,0.581441196973179,-3.93540017987466,8.30581811879491e-05,0.0120408904492979,"ENSG00000084110.11","ENSG00000084110","HAL"
"ENSG00000182261.5",18.9524161342543,-3.12068488069957,0.794496375552434,-3.92787805800835,8.56986413138124e-05,0.0122099661764545,"ENSG00000182261.5","ENSG00000182261","NLRP10"
"ENSG00000203722.8",33.7159447030091,-2.25534959244087,0.57464389902264,-3.9247777558881,8.68098450206363e-05,0.0122933262954678,"ENSG00000203722.8","ENSG00000203722","RAET1G"
"ENSG00000164078.14",235.42737638949,-1.67436636618793,0.426814242569155,-3.9229393005006,8.74751956167416e-05,0.012312924221571,"ENSG00000164078.14","ENSG00000164078","MST1R"
"ENSG00000291003.1",65.5397570002325,-0.928424315153355,0.236867759918275,-3.91958920654159,8.87000259966917e-05,0.0124105677092138,"ENSG00000291003.1","ENSG00000291003","HERC2P2"
"ENSG00000156738.18",1175.11176311211,2.7288799819685,0.696626526248551,3.91727831075277,8.95543376625567e-05,0.0124555157965673,"ENSG00000156738.18","ENSG00000156738","MS4A1"
"ENSG00000073282.14",1169.38350247892,-2.30553399287487,0.589250234825696,-3.91265689280016,9.12861917967858e-05,0.0126212612871225,"ENSG00000073282.14","ENSG00000073282","TP63"
"ENSG00000106333.13",2035.44047639286,-1.2173158013438,0.311547523912503,-3.90731977598924,9.33256049179988e-05,0.0128273299089056,"ENSG00000106333.13","ENSG00000106333","PCOLCE"
"ENSG00000124143.11",70.1251014687647,-3.21753283164391,0.825888255274936,-3.89584524430947,9.7856859496463e-05,0.013371481748505,"ENSG00000124143.11","ENSG00000124143","ARHGAP40"
"ENSG00000136573.16",233.56415059218,2.47096547447129,0.637016611314092,3.87896552552055,0.000104901618731197,0.0142507629260067,"ENSG00000136573.16","ENSG00000136573","BLK"
"ENSG00000227447.1",3.09854244693163,-4.35619646738564,1.1264822490035,-3.86707954895798,0.000110146506351353,0.0148767818925186,"ENSG00000227447.1","ENSG00000227447",NA
"ENSG00000145087.14",23.0422478518659,-3.34505478531422,0.866632731402174,-3.85982973421979,0.000113466057096009,0.0152370568396858,"ENSG00000145087.14","ENSG00000145087","STXBP5L"
"ENSG00000164251.5",43.0001358932736,-1.28315585060739,0.332730327348907,-3.85644392812397,0.00011504847290168,0.0153612721018323,"ENSG00000164251.5","ENSG00000164251","F2RL1"
"ENSG00000162897.16",14.2746503068574,3.28244670660958,0.852271771565532,3.85140845458259,0.000117440431647414,0.0155051931162078,"ENSG00000162897.16","ENSG00000162897","FCAMR"
"ENSG00000171219.9",255.847394081715,-1.8346553137925,0.476362957463195,-3.85138114760792,0.000117453529982401,0.0155051931162078,"ENSG00000171219.9","ENSG00000171219","CDC42BPG"
"ENSG00000162144.10",745.540667259234,0.84381376560238,0.219377325702719,3.84640373794072,0.000119864191688453,0.0157345320392831,"ENSG00000162144.10","ENSG00000162144","CYB561A3"
"ENSG00000181458.10",1926.87082025187,-1.23494826052367,0.321771861167875,-3.8379622632054,0.000124059541431428,0.0160281055684766,"ENSG00000181458.10","ENSG00000181458","TMEM45A"
"ENSG00000074201.9",2586.02502001452,0.606481746055649,0.157983946350151,3.83888211471474,0.000123595750341185,0.0160281055684766,"ENSG00000074201.9","ENSG00000074201","CLNS1A"
"ENSG00000139433.11",909.257557259295,-1.00458717033608,0.261763498010749,-3.83776644937268,0.000124158482748192,0.0160281055684766,"ENSG00000139433.11","ENSG00000139433","GLTP"
"ENSG00000188599.18",220.349020401594,-1.00041192870614,0.260879005605566,-3.83477361999265,0.000125679994443521,0.0161353777481721,"ENSG00000188599.18","ENSG00000188599","NPIPP1"
"ENSG00000185640.6",80.2151646100031,-3.27095891678705,0.854807902197488,-3.82654267511832,0.000129955628549829,0.0165931323316683,"ENSG00000185640.6","ENSG00000185640","KRT79"
"ENSG00000138152.10",28.3847110547106,-2.17295455594572,0.568473834583051,-3.82243548208245,0.000132140058677913,0.0167803511471094,"ENSG00000138152.10","ENSG00000138152","BTBD16"
"ENSG00000049323.16",2622.49465395692,-1.14018677890404,0.298665421904881,-3.81760557225525,0.000134753130630229,0.0168215778952681,"ENSG00000049323.16","ENSG00000049323","LTBP1"
"ENSG00000211632.4",154.934375369695,3.00768298388554,0.788111644883814,3.81631587784615,0.00013545907105911,0.0168215778952681,"ENSG00000211632.4","ENSG00000211632","IGKV3D-11"
"ENSG00000111405.9",53.5440863893266,-3.04372419665588,0.796927279308995,-3.81932489410458,0.000133817414221001,0.0168215778952681,"ENSG00000111405.9","ENSG00000111405","ENDOU"
"ENSG00000138606.20",91.7325553681123,-1.0084645067173,0.264319294526342,-3.81532687019486,0.000136002783316215,0.0168215778952681,"ENSG00000138606.20","ENSG00000138606","SHF"
"ENSG00000125170.11",180.741901742331,-1.13414811496018,0.297363525259963,-3.81401220599829,0.000136728710424507,0.0168215778952681,"ENSG00000125170.11","ENSG00000125170","DOK4"
"ENSG00000131037.15",249.392365525026,-1.63743904430666,0.429333203575248,-3.81391197016904,0.000136784207827653,0.0168215778952681,"ENSG00000131037.15","ENSG00000131037","EPS8L1"
"ENSG00000154227.14",266.712197356014,-2.91776422878201,0.765583607092969,-3.81116340756195,0.000138314294617424,0.0168325615001601,"ENSG00000154227.14","ENSG00000154227","CERS3"
"ENSG00000076826.10",80.6699043251253,-2.81642367537024,0.738880124755588,-3.81174642679945,0.000137988394805646,0.0168325615001601,"ENSG00000076826.10","ENSG00000076826","CAMSAP3"
"ENSG00000278266.1",2.18530681369023,-3.02524107653969,0.79408165091001,-3.80973552665874,0.000139115525575317,0.0168423490704293,"ENSG00000278266.1","ENSG00000278266",NA
"ENSG00000149043.17",6.93668246426795,-3.2440406731465,0.851942882705076,-3.80781474791604,0.00014020023558427,0.0168861788900106,"ENSG00000149043.17","ENSG00000149043","SYT8"
"ENSG00000127418.15",73.9804577012496,-1.42870298032709,0.376028208105431,-3.79945692778057,0.000145013511781709,0.0173763370066226,"ENSG00000127418.15","ENSG00000127418","FGFRL1"
"ENSG00000288705.1",13.007605887753,-3.87302817254336,1.01975115323064,-3.79801303511485,0.00014586065464385,0.0173886737571847,"ENSG00000288705.1","ENSG00000288705","UGT1A5"
"ENSG00000096696.16",30674.8924300249,-2.8361130180609,0.747269297462408,-3.79530248023279,0.000147463557604887,0.0174905253146994,"ENSG00000096696.16","ENSG00000096696","DSP"
"ENSG00000137843.12",34.061204755914,-2.22543887324957,0.586621420570343,-3.79365429766593,0.000148446313542314,0.0175181644557057,"ENSG00000137843.12","ENSG00000137843","PAK6"
"ENSG00000101977.22",51.6373141554043,1.53039632318513,0.403769316049002,3.7902739568239,0.000150481222074033,0.0176690665074465,"ENSG00000101977.22","ENSG00000101977","MCF2"
"ENSG00000058335.16",342.802255370756,2.0360371396904,0.537373940994267,3.78886467014618,0.000151337321220009,0.0176807392381337,"ENSG00000058335.16","ENSG00000058335","RASGRF1"
"ENSG00000167880.8",522.080592648879,-3.19880601532482,0.844700913587076,-3.78690961957278,0.00015253254998583,0.0177317192187508,"ENSG00000167880.8","ENSG00000167880","EVPL"
"ENSG00000224903.2",59.3670793260546,-1.18631768500586,0.313640013322591,-3.78241816928407,0.000155312159297211,0.0179654649214784,"ENSG00000224903.2","ENSG00000224903",NA
"ENSG00000144278.15",59.6062683424126,-2.02607941029516,0.536740616669827,-3.7747831026201,0.000160146943346633,0.0184154423334397,"ENSG00000144278.15","ENSG00000144278","GALNT13"
"ENSG00000204020.6",104.76223296814,-2.48388986293693,0.658399696943814,-3.77261695967776,0.000161544197082034,0.0184154423334397,"ENSG00000204020.6","ENSG00000204020","LIPN"
"ENSG00000198324.14",51.2901213954038,-0.885997262779309,0.234851670045837,-3.77258233933949,0.000161566621516525,0.0184154423334397,"ENSG00000198324.14","ENSG00000198324","PHETA1"
"ENSG00000233747.1",7.55097187646869,1.41293511158067,0.3756425871099,3.7613815900147,0.000168977411126326,0.0189919703517168,"ENSG00000233747.1","ENSG00000233747",NA
"ENSG00000220472.1",15.7851096359066,1.3916347903932,0.369993660146128,3.76123955703343,0.000169073405983147,0.0189919703517168,"ENSG00000220472.1","ENSG00000220472","RPS3P4"
"ENSG00000008323.16",15.6789427936934,-2.6419124643979,0.702626005079696,-3.76005505816461,0.000169875965227631,0.0189919703517168,"ENSG00000008323.16","ENSG00000008323","PLEKHG6"
"ENSG00000211637.2",52.1721696703033,2.90189343496644,0.771540248780974,3.76116921904126,0.000169120963829434,0.0189919703517168,"ENSG00000211637.2","ENSG00000211637","IGLV4-69"
"ENSG00000201448.1",2.37921904110018,-1.75896776105108,0.46848506783636,-3.75458660651588,0.000173627803275503,0.0190894544660525,"ENSG00000201448.1","ENSG00000201448","SNORA63C"
"ENSG00000178038.17",411.949661074378,-1.57212136270348,0.419197030050056,-3.75031608052126,0.000176611805199263,0.0190894544660525,"ENSG00000178038.17","ENSG00000178038","ALS2CL"
"ENSG00000118503.18",1840.90561019485,1.06164883672033,0.282681283103505,3.75563894809264,0.000172899802889043,0.0190894544660525,"ENSG00000118503.18","ENSG00000118503","TNFAIP3"
"ENSG00000255993.1",6.9280722862752,-2.96769066117781,0.790452614174331,-3.75441944015546,0.00017374371245536,0.0190894544660525,"ENSG00000255993.1","ENSG00000255993","PSMC1P9"
"ENSG00000152207.8",290.430910357218,1.81597413015998,0.484022147627157,3.75184098302632,0.000175540796842855,0.0190894544660525,"ENSG00000152207.8","ENSG00000152207","CYSLTR2"
"ENSG00000179148.10",154.74391717701,-3.02402347222791,0.806543086079572,-3.74936382745158,0.00017728372931325,0.0190894544660525,"ENSG00000179148.10","ENSG00000179148","ALOXE3"
"ENSG00000104921.15",41.7479639149452,2.46909880863943,0.658482282646087,3.74968146252539,0.000177059334489621,0.0190894544660525,"ENSG00000104921.15","ENSG00000104921","FCER2"
"ENSG00000263366.2",3.56137149928447,3.12403241733172,0.832299023320679,3.7534976370242,0.000174384176966869,0.0190894544660525,"ENSG00000263366.2","ENSG00000263366",NA
"ENSG00000165186.12",53.9368903496679,-2.9684960461802,0.79199344041614,-3.74813211157463,0.000178156412492968,0.0190954253867463,"ENSG00000165186.12","ENSG00000165186","PTCHD1"
"ENSG00000066468.24",722.048074343506,-2.23207652702958,0.595752087873452,-3.74665330170645,0.000179209500373617,0.0191205898891778,"ENSG00000066468.24","ENSG00000066468","FGFR2"
"ENSG00000243896.4",314.592103986815,-1.90179867851277,0.508673769189384,-3.73873943125366,0.000184945297866833,0.0196428719543474,"ENSG00000243896.4","ENSG00000243896","OR2A7"
"ENSG00000176092.17",54.6693179437948,-2.68566231184361,0.719395214530134,-3.73322237568361,0.000189045548126664,0.0198082433969849,"ENSG00000176092.17","ENSG00000176092","CRYBG2"
"ENSG00000165794.10",9.11176956497733,-2.86044487853971,0.766183566214163,-3.73336756969825,0.000188936554529249,0.0198082433969849,"ENSG00000165794.10","ENSG00000165794","SLC39A2"
"ENSG00000161249.21",2478.56492867407,-2.5832056616745,0.69181044928,-3.73397895964562,0.000188478246701403,0.0198082433969849,"ENSG00000161249.21","ENSG00000161249","DMKN"
"ENSG00000150556.17",39.325005659449,-3.08477250887467,0.82681829936484,-3.73089530220168,0.00019080050927074,0.0198144208872005,"ENSG00000150556.17","ENSG00000150556","LYPD6B"
"ENSG00000102554.14",1762.86537997876,-1.76406743503447,0.472773855381857,-3.73131342808633,0.000190484055655575,0.0198144208872005,"ENSG00000102554.14","ENSG00000102554","KLF5"
"ENSG00000066230.12",36.0598973961454,-2.62777957818736,0.70559403206152,-3.72420890594813,0.000195928637139894,0.0201677027991664,"ENSG00000066230.12","ENSG00000066230","SLC9A3"
"ENSG00000248727.6",26.1682377419617,-1.28243661364384,0.344345274405486,-3.72427533921578,0.000195877055170309,0.0201677027991664,"ENSG00000248727.6","ENSG00000248727","LINC01948"
"ENSG00000189001.11",2917.20134686931,-3.19425809513553,0.858787955098287,-3.71949568711633,0.000199620955867201,0.0204576458543553,"ENSG00000189001.11","ENSG00000189001","SBSN"
"ENSG00000188313.13",5237.12347389331,0.739682896291802,0.199110985493326,3.71492760411552,0.000203261879897898,0.0206928819561431,"ENSG00000188313.13","ENSG00000188313","PLSCR1"
"ENSG00000134461.16",153.762403822052,-0.502146800943062,0.135229211553949,-3.71330125475688,0.000204573128985237,0.0206928819561431,"ENSG00000134461.16","ENSG00000134461","ANKRD16"
"ENSG00000125414.19",985.124842441392,4.98211444302337,1.34153290363582,3.71374748209369,0.000204212568054063,0.0206928819561431,"ENSG00000125414.19","ENSG00000125414","MYH2"
"ENSG00000072274.14",5514.20861454909,0.922954841225934,0.249168153706408,3.70414448033131,0.00021210534892417,0.0209224319313856,"ENSG00000072274.14","ENSG00000072274","TFRC"
"ENSG00000172548.15",190.019326765551,-2.44107801545767,0.658430568804478,-3.70741902200861,0.000209382337702301,0.0209224319313856,"ENSG00000172548.15","ENSG00000172548","NIPAL4"
"ENSG00000258388.7",14.6633277578712,-1.29486426372179,0.349288525574529,-3.7071480134995,0.000209606448070153,0.0209224319313856,"ENSG00000258388.7","ENSG00000258388","PPT2-EGFL8"
"ENSG00000223443.3",2.73906175709621,-4.68351117955745,1.26444228359836,-3.70401341390536,0.000212215029005324,0.0209224319313856,"ENSG00000223443.3","ENSG00000223443","USP17L2"
"ENSG00000175265.19",3768.96322189215,-1.02750009375653,0.277041139631193,-3.7088357892419,0.000208214401519998,0.0209224319313856,"ENSG00000175265.19","ENSG00000175265","GOLGA8A"
"ENSG00000198153.8",52.2119848682699,1.88232933024758,0.508149878345504,3.70427980102306,0.000211992164608686,0.0209224319313856,"ENSG00000198153.8","ENSG00000198153","ZNF849P"
"ENSG00000171680.23",1128.34189887487,-1.30107541546523,0.35176503071591,-3.6987059595358,0.000216701468423142,0.021010151498652,"ENSG00000171680.23","ENSG00000171680","PLEKHG5"
"ENSG00000260458.3",5.19838668605854,-3.91807616060509,1.05904436673966,-3.69963363543223,0.000215910926880135,0.021010151498652,"ENSG00000260458.3","ENSG00000260458","KCNJ18"
"ENSG00000141279.18",7829.07733269547,-0.343345982700114,0.0928101901382786,-3.699442724862,0.000216073394329828,0.021010151498652,"ENSG00000141279.18","ENSG00000141279","NPEPPS"
"ENSG00000183421.12",259.772992569906,1.67153079289455,0.451796255234625,3.69974468253725,0.000215816477080065,0.021010151498652,"ENSG00000183421.12","ENSG00000183421","RIPK4"
"ENSG00000143185.4",29.2667570517975,2.03244486405821,0.55068528722527,3.69075570240684,0.000223588798883474,0.0211612628426141,"ENSG00000143185.4","ENSG00000143185","XCL2"
"ENSG00000196460.14",252.825738090664,-1.31075211603405,0.355156146426357,-3.69063615883622,0.000223693910901553,0.0211612628426141,"ENSG00000196460.14","ENSG00000196460","RFX8"
